112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,119,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,85,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,176,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,85,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,85,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,85,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
111,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,176,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,176,119,120,120,0,0,
111,86,176,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,86,177,119,120,120,0,0,
112,85,177,119,120,120,0,0,
