105,86,115,98,128,120,0,0,
115,15,151,113,135,116,0,0,
104,11,134,97,105,109,0,0,
115,77,126,120,117,115,0,0,
115,108,137,115,131,107,0,0,
120,11,135,114,138,105,0,0,
115,11,141,104,108,114,0,0,
116,79,128,128,132,112,0,0,
112,73,120,118,124,119,0,0,
124,11,128,107,122,116,0,0,
109,11,149,102,111,120,0,0,
115,77,126,122,115,122,0,0,
113,86,122,115,111,119,0,0,
111,46,139,122,122,126,0,0,
115,11,140,102,99,120,0,0,
113,58,126,110,119,117,0,0,
112,103,120,120,119,120,0,0,
105,47,132,127,127,129,0,0,
119,11,142,108,104,114,0,0,
108,44,119,111,115,116,0,0,
114,100,125,124,128,112,0,0,
112,75,127,120,118,127,0,0,
132,11,119,139,99,139,0,0,
111,24,118,120,108,127,0,0,
114,105,123,121,109,125,0,0,
116,78,124,128,108,126,0,0,
120,11,134,156,98,142,0,0,
110,37,111,129,114,114,0,0,
117,101,123,133,113,122,0,0,
112,73,120,132,120,127,0,0,
121,11,158,155,106,135,0,0,
113,25,124,112,111,117,0,0,
115,98,128,133,115,130,0,0,
115,81,123,120,114,120,0,0,
106,11,162,116,129,101,0,0,
106,11,133,88,100,107,0,0,
110,95,124,124,106,126,0,0,
113,78,123,120,123,114,0,0,
132,11,133,110,120,109,0,0,
119,11,130,98,96,122,0,0,
116,59,120,128,116,123,0,0,
110,93,125,124,112,123,0,0,
108,44,128,111,134,130,0,0,
121,11,132,104,97,118,0,0,
116,41,118,133,118,120,0,0,
112,100,126,124,105,121,0,0,
116,64,120,127,115,126,0,0,
130,11,135,139,115,126,0,0,
116,30,129,118,126,113,0,0,
114,99,120,127,126,120,0,0,
115,70,123,128,139,117,0,0,
117,11,157,127,122,132,0,0,
117,19,129,107,122,119,0,0,
112,95,121,124,125,129,0,0,
115,73,122,120,134,123,0,0,
77,11,157,107,125,115,0,0,
108,11,126,101,125,101,0,0,
115,91,125,134,124,120,0,0,
110,80,124,114,129,125,0,0,
111,11,141,106,115,109,0,0,
110,11,126,96,115,104,0,0,
110,90,121,128,114,123,0,0,
113,74,119,118,131,115,0,0,
114,11,142,116,125,104,0,0,
105,11,129,83,108,105,0,0,
115,91,124,129,121,126,0,0,
115,72,123,113,123,116,0,0,
128,11,132,107,119,105,0,0,
110,11,143,81,108,103,0,0,
111,81,124,122,120,123,0,0,
113,82,126,119,127,115,0,0,
128,11,126,116,136,110,0,0,
114,11,139,92,112,108,0,0,
108,71,125,126,126,122,0,0,
118,86,128,123,125,117,0,0,
122,26,133,116,120,120,0,0,
113,11,130,102,107,113,0,0,
115,62,123,120,122,117,0,0,
110,93,124,126,125,122,0,0,
115,47,137,123,123,127,0,0,
116,11,136,142,108,136,0,0,
112,69,130,129,127,120,0,0,
117,94,131,120,121,122,0,0,
114,68,133,117,103,130,0,0,
123,11,132,145,103,139,0,0,
114,46,128,130,125,116,0,0,
117,109,127,134,120,126,0,0,
112,63,128,113,115,121,0,0,
120,11,142,145,106,131,0,0,
116,29,136,116,122,105,0,0,
113,107,125,128,110,126,0,0,
112,72,120,119,114,120,0,0,
100,11,170,129,117,119,0,0,
116,11,133,85,105,92,0,0,
114,92,122,134,104,126,0,0,
113,73,123,111,122,115,0,0,
139,11,143,117,110,117,0,0,
135,11,141,91,88,111,0,0,
116,71,126,137,114,125,0,0,
107,91,124,119,107,129,0,0,
117,64,124,112,109,128,0,0,
122,11,135,136,100,149,0,0,
113,42,128,120,124,120,0,0,
113,97,126,127,124,121,0,0,
118,70,122,113,123,113,0,0,
104,11,153,118,98,134,0,0,
118,11,123,115,118,116,0,0,
115,85,122,126,126,123,0,0,
117,80,121,117,127,121,0,0,
98,11,137,114,120,116,0,0,
116,11,132,108,123,117,0,0,
114,83,123,132,124,122,0,0,
113,81,123,117,128,117,0,0,
136,11,131,110,128,105,0,0,
107,11,124,84,111,118,0,0,
113,68,120,115,131,120,0,0,
112,93,123,122,139,119,0,0,
115,38,131,125,141,120,0,0,
131,11,145,111,129,110,0,0,
112,55,129,113,124,114,0,0,
112,98,122,117,123,118,0,0,
115,58,122,119,129,120,0,0,
134,11,133,136,137,117,0,0,
117,39,125,125,139,114,0,0,
112,102,122,129,125,127,0,0,
119,65,124,115,129,113,0,0,
107,11,140,128,119,133,0,0,
117,11,129,104,114,114,0,0,
108,105,120,125,122,126,0,0,
118,59,121,116,131,112,0,0,
112,11,138,112,117,109,0,0,
118,11,144,108,118,106,0,0,
107,88,121,128,114,124,0,0,
108,80,119,118,124,113,0,0,
129,11,144,122,119,120,0,0,
126,11,139,106,113,108,0,0,
114,64,119,123,105,120,0,0,
108,94,123,123,116,124,0,0,
120,35,133,119,122,120,0,0,
113,11,133,109,90,139,0,0,
121,47,121,124,113,124,0,0,
106,98,122,130,116,127,0,0,
115,64,126,118,126,115,0,0,
118,11,128,135,100,148,0,0,
117,46,135,111,119,105,0,0,
104,108,123,125,113,130,0,0,
118,65,123,122,121,116,0,0,
118,11,135,138,106,146,0,0,
116,31,131,112,121,110,0,0,
115,108,125,125,112,129,0,0,
116,55,122,118,137,101,0,0,
110,11,137,147,118,138,0,0,
109,25,133,109,128,110,0,0,
117,104,126,126,114,128,0,0,
113,68,122,120,126,115,0,0,
109,11,170,132,117,133,0,0,
111,23,127,95,109,112,0,0,
116,98,123,123,115,124,0,0,
110,74,125,118,120,115,0,0,
91,11,160,111,105,126,0,0,
122,11,133,108,111,110,0,0,
112,86,112,123,119,127,0,0,
117,79,125,122,123,122,0,0,
120,11,133,108,133,106,0,0,
120,11,142,102,113,114,0,0,
109,69,120,124,120,124,0,0,
113,91,123,120,127,117,0,0,
115,38,134,117,142,113,0,0,
121,11,130,112,101,130,0,0,
114,42,127,120,103,125,0,0,
117,100,124,130,106,129,0,0,
107,56,120,118,114,121,0,0,
109,11,152,135,97,147,0,0,
99,40,127,105,107,116,0,0,
113,105,120,120,110,124,0,0,
112,71,124,124,117,115,0,0,
104,11,154,128,115,129,0,0,
107,22,125,92,124,99,0,0,
119,94,120,119,116,123,0,0,
118,73,117,117,122,116,0,0,
88,11,150,116,126,116,0,0,
110,11,128,111,107,121,0,0,
117,77,124,124,114,122,0,0,
111,75,126,120,126,117,0,0,
136,11,121,107,109,106,0,0,
129,11,133,74,94,108,0,0,
113,76,123,124,120,123,0,0,
108,87,128,128,133,121,0,0,
133,11,146,124,121,122,0,0,
122,11,135,71,95,101,0,0,
