70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,157,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,157,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,155,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
69,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
70,86,156,119,120,120,0,0,
